id,type of property,subtype of property,province,locality,postalCode,price,number of bedrooms,living area,fully equipped kitchen,furnished,open fire,terrace,terrace area,garden,garden area,total property area,total land area,number of facades,swimming pool,state of the building
10640355,APARTMENT,APARTMENT,Brussels,Bruxelles,1000,310000,1,35,1,0,0,0,0,0,0,69,0,2,0,just_renovated
10183530,APARTMENT,APARTMENT,Brussels,Brussels City,1000,375000,2,0,1,1,0,1,25,0,0,95,0,2,0,good
10070305,APARTMENT,FLAT_STUDIO,Brussels,Bruxelles,1000,385000,0,0,1,1,0,0,0,0,0,55,0,2,0,as_new
10614932,APARTMENT,APARTMENT,Brussels,Brussels City,1000,395000,2,0,1,1,1,1,4,0,0,92,0,0,0,good
10662541,APARTMENT,DUPLEX,Brussels,Bruxelles,1000,249000,1,30,1,0,0,0,0,0,0,90,0,2,0,good
10572657,APARTMENT,APARTMENT,Brussels,Bruxelles,1000,410000,3,18,1,0,0,0,0,0,0,128,0,4,0,as_new
10487213,APARTMENT,APARTMENT,Brussels,Bruxelles,1000,410000,2,0,1,0,0,0,0,0,0,112,0,4,0,as_new
10522044,APARTMENT,APARTMENT,Brussels,Bruxelles,1000,420000,3,19,1,0,0,0,0,0,0,131,0,4,0,as_new
10567890,APARTMENT,APARTMENT,Brussels,Bruxelles,1000,425000,2,31,1,1,0,1,6,0,0,102,0,0,0,as_new
10462628,APARTMENT,APARTMENT,Brussels,BRUXELLES,1000,393000,2,0,1,0,1,1,8,0,0,96,0,2,0,good
10641182,HOUSE,EXCEPTIONAL_PROPERTY,Brussels,Bruxelles,1000,720000,4,20,1,0,0,1,32,0,0,180,96,2,0,as_new
10614478,APARTMENT,FLAT_STUDIO,Brussels,Bruxelles,1000,215000,0,20,0,0,0,0,0,0,0,35,0,2,0,0
10670239,APARTMENT,APARTMENT,Brussels,Brussel,1000,179000,1,0,0,1,0,0,0,0,0,0,0,0,0,good
10665503,APARTMENT,GROUND_FLOOR,Brussels,Brussel,1000,395000,2,35,1,0,0,1,0,1,50,92,0,2,0,as_new
10665340,APARTMENT,APARTMENT,Brussels,Bruxelles,1000,350000,2,27,1,0,0,1,24,0,0,92,0,3,0,good
10675456,HOUSE,HOUSE,Brussels,Bruxelles,1000,580000,4,0,1,0,0,0,0,0,0,179,80,2,0,needs renovating
10066048,APARTMENT,APARTMENT,Brussels,Bruxelles,1000,490000,1,0,1,1,0,0,0,0,0,73,0,2,0,as_new
10283839,APARTMENT,GROUND_FLOOR,Brussels,Bruxelles,1000,229000,1,0,0,0,0,0,0,0,0,61,0,2,0,needs renovating
10600937,APARTMENT,APARTMENT,Brussels,Bruxelles,1000,225000,2,0,0,0,0,1,15,0,0,85,0,0,0,0
10570304,APARTMENT,APARTMENT,Brussels,Bruxelles,1000,530000,2,49,1,0,0,1,13,0,0,148,0,2,0,as_new
10449929,APARTMENT,APARTMENT,Brussels,Bruxelles,1000,550000,3,0,1,0,1,1,10,0,0,108,0,0,0,good
10411864,APARTMENT,FLAT_STUDIO,Brussels,Bruxelles,1000,204500,0,0,1,0,0,0,0,0,0,31,0,0,0,good
10363562,APARTMENT,APARTMENT,Brussels,Bruxelles,1000,244000,1,25,1,0,0,1,3,0,0,65,0,2,0,good
10671697,APARTMENT,APARTMENT,Brussels,Bruxelles,1000,360000,2,39,1,0,0,1,15,0,0,128,0,2,0,good
10185299,APARTMENT,APARTMENT,Brussels,Bruxelles,1000,375000,2,32,1,0,0,1,9,0,0,88,0,2,0,as_new
10622358,APARTMENT,APARTMENT,Brussels,Bruxelles,1000,200000,1,0,1,0,0,0,0,0,0,55,0,2,0,needs renovating
10647097,APARTMENT,APARTMENT,Brussels,Bruxelles,1000,450000,3,68,1,0,1,1,25,0,0,117,0,2,0,good
10563228,APARTMENT,APARTMENT,Brussels,Bruxelles,1000,489999,3,37,1,0,0,1,27,0,0,115,0,2,0,as_new
10384121,APARTMENT,FLAT_STUDIO,Brussels,Bruxelles,1000,310000,0,0,1,1,0,0,0,0,0,43,0,2,0,as_new
10620502,APARTMENT,FLAT_STUDIO,Brussels,Bruxelles,1000,290000,1,26,1,0,0,0,0,0,0,50,0,2,0,as_new
10568886,APARTMENT,APARTMENT,Brussels,Brussels City,1000,540000,2,0,1,0,0,1,52,0,0,118,0,4,0,as_new
10492632,APARTMENT,APARTMENT,Brussels,Brussels City,1000,540000,2,0,1,0,0,1,52,0,0,118,0,4,0,as_new
10672512,APARTMENT,APARTMENT,Brussels,Bruxelles,1000,810000,2,0,1,0,0,1,6,0,0,126,0,2,1,as_new
10641038,APARTMENT,DUPLEX,Brussels,Bruxelles,1000,317500,2,38,1,0,0,1,11,0,0,106,0,2,0,as_new
10679301,APARTMENT,APARTMENT,Brussels,Bruxelles,1000,225000,3,0,1,0,0,0,0,0,0,55,0,2,0,just_renovated
10659528,APARTMENT,APARTMENT,Brussels,Brussel,1000,385000,2,0,1,0,0,1,3,0,0,0,0,0,0,as_new
10070097,APARTMENT,FLAT_STUDIO,Brussels,Bruxelles,1000,335000,0,0,1,1,0,0,0,0,0,40,0,2,0,as_new
10433751,HOUSE,HOUSE,Brussels,Bruxelles,1000,420000,2,35,1,1,0,0,0,0,0,102,30,2,0,just_renovated
9544800,APARTMENT,APARTMENT,Brussels,Brussels City,1000,560000,3,0,1,0,0,1,15,0,0,129,0,4,0,0
10659143,APARTMENT,APARTMENT,Brussels,Bruxelles,1000,510000,4,35,1,0,0,0,0,0,0,161,0,2,0,as_new
10382974,APARTMENT,APARTMENT,Brussels,BRUXELLES,1000,550000,2,0,1,1,1,1,25,0,0,82,0,2,0,as_new
10641042,APARTMENT,APARTMENT,Brussels,Bruxelles,1000,360000,3,47,1,0,0,1,11,0,0,124,0,0,0,as_new
10658069,APARTMENT,APARTMENT,Brussels,Bruxelles,1000,420000,3,35,1,0,0,0,0,0,0,126,0,2,0,as_new
10659054,APARTMENT,APARTMENT,Brussels,Bruxelles,1000,420000,3,35,1,0,0,0,0,0,0,131,0,2,0,as_new
10659093,APARTMENT,APARTMENT,Brussels,Bruxelles,1000,410000,3,35,1,0,0,0,0,0,0,126,0,2,0,as_new
10659136,APARTMENT,APARTMENT,Brussels,Bruxelles,1000,410000,3,35,1,0,0,0,0,0,0,128,0,2,0,as_new
10659142,APARTMENT,APARTMENT,Brussels,Bruxelles,1000,410000,3,35,1,0,0,0,0,0,0,125,0,2,0,as_new
10557468,APARTMENT,APARTMENT,Brussels,Bruxelles,1000,510000,4,45,1,0,0,0,0,0,0,161,0,4,0,as_new
10570303,APARTMENT,APARTMENT,Brussels,Bruxelles,1000,510000,2,67,1,0,0,1,8,0,0,0,0,2,0,as_new
10639494,APARTMENT,APARTMENT,Brussels,Bruxelles,1000,374500,2,0,1,0,0,0,0,0,0,105,0,2,0,as_new
10674872,APARTMENT,APARTMENT,Brussels,Bruxelles,1000,450000,2,0,1,0,1,1,15,0,0,93,0,0,0,good
10666474,APARTMENT,APARTMENT,Brussels,BRUXELLES,1000,199000,1,0,1,0,1,0,0,0,0,65,0,0,0,0
10321165,HOUSE,HOUSE,Brussels,Bruxelles,1000,685000,5,0,1,0,0,1,0,1,70,280,149,2,0,needs renovating
10629567,APARTMENT,APARTMENT,Brussels,Brussels City,1000,599000,3,0,1,0,0,0,0,0,0,185,0,4,0,good
10365021,APARTMENT,APARTMENT,Brussels,Bruxelles,1000,254000,1,25,1,0,0,1,3,0,0,65,0,2,0,good
10655438,APARTMENT,APARTMENT,Brussels,BRUXELLES,1000,300000,1,22,1,0,1,0,0,1,0,91,0,3,0,0
9769280,APARTMENT,APARTMENT,Brussels,Brussel,1000,325000,1,0,1,1,0,1,6,0,0,0,0,0,0,good
10473594,APARTMENT,APARTMENT,Brussels,Bruxelles ville,1000,450000,2,38,1,0,0,1,14,0,0,106,0,2,0,as_new
10587327,APARTMENT,DUPLEX,Brussels,Bruxelles,1000,595000,3,0,1,0,1,0,0,0,0,125,0,0,0,as_new
10489745,APARTMENT,DUPLEX,Brussels,Bruxelles,1000,420000,2,18,1,0,0,0,0,0,0,115,0,2,0,just_renovated
10448208,APARTMENT,APARTMENT,Brussels,Bruxelles,1000,315000,1,0,1,0,0,0,0,0,0,53,0,2,0,as_new
10488122,APARTMENT,APARTMENT,Brussels,Brussels City,1000,310000,1,0,1,0,0,0,0,0,0,75,0,4,0,as_new
10587335,APARTMENT,APARTMENT,Brussels,Bruxelles,1000,595000,3,0,1,0,1,0,0,0,0,125,0,0,0,as_new
10578165,APARTMENT,FLAT_STUDIO,Brussels,Bruxelles,1000,190000,0,40,1,0,0,0,0,0,0,51,0,2,0,as_new
10607816,APARTMENT,DUPLEX,Brussels,Pentagone (Bruxelles),1000,785000,4,0,0,0,0,1,0,1,65,195,0,2,0,good
8601920,APARTMENT,APARTMENT,Brussels,BRUXELLES,1000,1537000,2,0,1,0,1,1,91,0,0,160,0,3,0,0
7971680,APARTMENT,APARTMENT,Brussels,BRUXELLES,1000,1950000,3,0,1,0,1,1,111,0,0,211,0,3,0,0
10640164,APARTMENT,APARTMENT,Brussels,Brussel,1000,590000,2,22,1,0,0,0,0,0,0,145,0,3,0,as_new
8601921,APARTMENT,APARTMENT,Brussels,BRUXELLES,1000,3297000,3,150,1,0,1,1,166,0,0,305,0,3,0,0
8601918,APARTMENT,APARTMENT,Brussels,BRUXELLES,1000,3324000,3,0,1,0,1,1,161,0,0,308,0,3,0,0
10365023,APARTMENT,APARTMENT,Brussels,Bruxelles,1000,256500,1,22,1,0,0,0,0,0,0,60,0,2,0,good
10363586,APARTMENT,APARTMENT,Brussels,Bruxelles,1000,251500,1,22,1,0,0,0,0,0,0,60,0,2,0,good
10566921,APARTMENT,FLAT_STUDIO,Brussels,Brussel,1000,240000,0,0,0,1,0,1,2,0,0,0,0,0,0,as_new
9402335,HOUSE,MIXED_USE_BUILDING,Brussels,BRUXELLES,1000,1200000,3,0,1,0,1,0,0,0,0,568,196,2,0,just_renovated
10382509,APARTMENT,FLAT_STUDIO,Brussels,BRUXELLES,1000,230000,0,47,1,0,1,0,0,0,0,60,0,2,0,as_new
10614202,APARTMENT,DUPLEX,Brussels,Nord-Est (Bruxelles),1000,495000,2,0,0,0,0,1,10,0,0,158,0,2,0,0
10501845,APARTMENT,APARTMENT,Brussels,Bruxelles,1000,225000,1,0,0,0,0,0,0,0,0,0,0,0,0,good
10600634,APARTMENT,DUPLEX,Brussels,Bruxelles,1000,475000,2,0,1,0,0,1,0,0,0,110,0,2,0,as_new
10502398,APARTMENT,APARTMENT,Brussels,Bruxelles,1000,315000,1,0,1,0,0,0,0,0,0,53,0,2,0,just_renovated
10491375,APARTMENT,APARTMENT,Brussels,Bruxelles,1000,315000,1,0,1,0,0,0,0,0,0,53,0,2,0,good
10600633,APARTMENT,FLAT_STUDIO,Brussels,Bruxelles,1000,330000,1,26,1,0,0,1,3,0,0,64,0,2,0,as_new
10469862,APARTMENT,APARTMENT,Brussels,Bruxelles,1000,330000,1,30,1,0,0,0,0,0,0,74,0,0,0,as_new
10064042,APARTMENT,APARTMENT,Brussels,Bruxelles,1000,645000,2,0,1,1,0,0,0,0,0,102,0,2,0,as_new
10535896,APARTMENT,DUPLEX,Brussels,Bruxelles,1000,655000,4,60,1,0,1,0,0,0,0,160,0,2,0,as_new
10535892,APARTMENT,DUPLEX,Brussels,Bruxelles,1000,670000,2,0,1,0,1,0,0,0,0,145,0,0,0,as_new
10358585,APARTMENT,APARTMENT,Brussels,Bruxelles,1000,700000,3,65,1,0,0,1,15,0,0,161,0,0,0,good
10502397,APARTMENT,FLAT_STUDIO,Brussels,Bruxelles,1000,315000,0,0,1,0,0,0,0,0,0,58,0,2,0,just_renovated
10526557,APARTMENT,FLAT_STUDIO,Brussels,Bruxelles,1000,335000,0,0,1,0,0,0,0,0,0,58,0,2,0,just_renovated
10666016,HOUSE,APARTMENT_BLOCK,Brussels,Pentagone (Bruxelles),1000,1290000,5,0,0,0,0,1,16,0,0,526,105,3,0,0
10606845,APARTMENT,APARTMENT,Brussels,Louise (Bruxelles),1000,349000,2,0,0,0,0,1,9,0,0,85,0,4,0,0
10600881,APARTMENT,LOFT,Brussels,Bruxelles,1000,599000,3,0,1,0,0,1,31,0,0,200,0,2,0,as_new
10654642,APARTMENT,APARTMENT,Brussels,Brussels City,1000,237500,1,28,1,1,1,1,3,0,0,54,0,2,0,good
10345247,APARTMENT,APARTMENT,Brussels,Bruxelles,1000,550000,2,22,1,0,0,1,25,0,0,82,0,2,0,as_new
9543345,APARTMENT,APARTMENT,Brussels,Brussels City,1000,580000,3,0,1,0,0,1,15,0,0,132,0,4,0,0
10346514,HOUSE,HOUSE,Brussels,Bruxelles,1000,550000,2,22,1,0,0,1,25,0,0,82,83,2,0,as_new
10595087,APARTMENT,APARTMENT,Brussels,Bruxelles,1000,890000,3,0,1,0,1,0,0,0,0,216,0,2,0,as_new
10617784,APARTMENT,DUPLEX,Brussels,Bruxelles,1000,995000,3,69,1,0,1,0,0,0,0,230,0,0,0,as_new
10568885,APARTMENT,PENTHOUSE,Brussels,Brussels City,1000,482000,3,0,1,0,0,1,13,0,0,126,0,4,0,as_new
10335342,APARTMENT,APARTMENT,Brussels,Bruxelles,1000,435000,2,32,1,0,0,0,0,0,0,90,0,2,0,as_new
10625364,APARTMENT,LOFT,Brussels,Brussels City,1000,370000,3,0,1,0,0,1,0,0,0,135,0,4,0,good
10503299,APARTMENT,APARTMENT,Brussels,Bruxelles,1000,345000,1,0,1,0,0,0,0,0,0,53,0,2,0,just_renovated
10629049,APARTMENT,APARTMENT,Brussels,Brussel,1000,369000,2,35,0,0,0,1,13,0,0,95,0,0,0,good
10649802,APARTMENT,APARTMENT,Brussels,Brussels City,1000,330000,1,0,1,0,1,0,0,0,0,84,0,2,0,just_renovated
10670241,APARTMENT,APARTMENT,Brussels,Brussel,1000,215000,1,0,0,1,0,0,0,0,0,49,0,0,0,good
10503298,APARTMENT,APARTMENT,Brussels,Bruxelles,1000,325000,1,0,1,0,0,0,0,0,0,53,0,2,0,just_renovated
10641821,APARTMENT,APARTMENT,Brussels,Bruxelles,1000,425000,1,0,1,0,0,0,0,0,0,0,0,2,0,as_new
10617604,APARTMENT,TRIPLEX,Brussels,Bruxelles,1000,854000,4,65,1,0,0,1,10,0,0,200,0,3,0,just_renovated
10519833,HOUSE,HOUSE,Brussels,Bruxelles ville,1000,2200000,4,0,1,0,1,1,15,1,50,276,136,2,0,just_renovated
10621573,HOUSE,HOUSE,Brussels,Brussels City,1000,749000,7,32,1,0,1,1,9,1,30,250,111,2,0,needs renovating
10678046,APARTMENT,APARTMENT,Brussels,Brussels City,1000,372000,2,0,1,0,0,1,9,0,0,97,0,4,0,as_new
10678048,APARTMENT,APARTMENT,Brussels,Brussels City,1000,477000,2,0,1,0,0,1,10,0,0,110,0,4,0,as_new
10568695,APARTMENT,APARTMENT,Brussels,Brussels City,1000,412000,2,0,1,1,0,1,7,0,0,91,0,4,0,good
10504382,APARTMENT,APARTMENT,Brussels,Brussels City,1000,412000,2,0,1,1,0,1,7,0,0,91,0,4,0,good
10670255,APARTMENT,APARTMENT,Brussels,Brussel,1000,299000,2,0,0,1,0,0,0,0,0,0,0,0,0,good
10658904,APARTMENT,APARTMENT,Brussels,Bruxelles,1000,1537000,2,0,0,0,0,1,91,0,0,160,0,0,0,as_new
10673922,APARTMENT,APARTMENT,Brussels,Bruxelles,1000,270000,2,23,1,0,0,1,6,0,0,86,0,2,0,needs renovating
10626809,APARTMENT,DUPLEX,Brussels,Brussels,1000,530000,2,37,1,0,0,1,40,0,0,156,0,2,0,as_new
10541138,HOUSE,HOUSE,Brussels,Bruxelles,1000,575000,5,30,1,0,0,1,15,1,48,220,120,2,0,good
10565749,APARTMENT,APARTMENT,Brussels,Bruxelles,1000,606000,3,0,1,0,0,0,0,0,0,220,0,3,0,needs renovating
10235621,APARTMENT,PENTHOUSE,Brussels,Bruxelles,1000,535000,2,0,1,0,0,1,185,0,0,111,0,2,0,needs renovating
10658910,APARTMENT,APARTMENT,Brussels,Bruxelles ville,1000,1850000,4,0,1,0,1,1,45,0,0,525,0,3,0,good
10609348,APARTMENT,LOFT,Brussels,Bruxelles,1000,550000,2,0,1,0,0,1,12,0,0,235,0,0,0,as_new
10430336,APARTMENT,PENTHOUSE,Brussels,Bruxelles,1000,1950000,3,86,1,0,0,1,66,0,0,0,0,0,1,as_new
10599226,APARTMENT,APARTMENT,Brussels,Bruxelles,1000,510000,2,0,1,0,0,1,9,0,0,167,0,2,0,good
10369929,APARTMENT,APARTMENT,Brussels,Brussels City,1000,985000,4,0,1,0,0,0,0,0,0,221,0,2,0,needs renovating
10492629,APARTMENT,APARTMENT,Brussels,Brussels City,1000,720000,3,0,1,0,0,1,12,0,0,166,0,4,0,as_new
10568884,APARTMENT,APARTMENT,Brussels,Brussels City,1000,720000,3,0,1,0,0,1,12,0,0,166,0,4,0,as_new
10672303,APARTMENT,APARTMENT,Brussels,Brussels City,1000,495000,3,0,1,0,0,1,20,0,0,148,0,2,0,as_new
10513296,APARTMENT,APARTMENT,Brussels,BRUXELLES,1000,460000,2,25,1,0,1,1,120,0,0,95,0,0,0,good
10540761,HOUSE,HOUSE,Brussels,Brussel,1000,1290000,4,40,0,0,0,0,0,0,0,700,339,4,0,good
10498380,APARTMENT,PENTHOUSE,Brussels,Bruxelles,1000,365000,3,42,1,0,0,0,0,0,0,140,0,2,0,needs renovating
10326532,HOUSE,MIXED_USE_BUILDING,Brussels,Bruxelles,1000,1299000,5,0,1,0,0,1,9,0,0,526,105,3,0,good
10676820,HOUSE,APARTMENT_BLOCK,Brussels,Bruxelles,1000,580000,5,40,1,0,0,0,0,1,35,353,0,2,0,good
10678047,APARTMENT,APARTMENT,Brussels,Brussels City,1000,482000,2,0,1,0,0,1,10,0,0,110,0,4,0,as_new
10588317,APARTMENT,DUPLEX,Brussels,Bruxelles,1000,410000,2,32,1,0,0,1,0,0,0,111,0,2,0,good
10545726,HOUSE,APARTMENT_BLOCK,Brussels,BRUXELLES,1000,625000,6,35,0,0,1,1,200,1,200,350,411,4,0,just_renovated
10674141,HOUSE,APARTMENT_BLOCK,Brussels,Bruxelles,1000,1075000,8,0,1,0,0,1,12,0,0,663,251,2,0,as_new
10645544,HOUSE,APARTMENT_BLOCK,Brussels,Bruxelles,1000,1350000,0,0,1,0,0,1,0,0,0,205,205,2,0,as_new
10444661,HOUSE,EXCEPTIONAL_PROPERTY,Brussels,Bruxelles,1000,1325000,5,0,1,0,0,1,0,0,0,240,440,3,0,good
10586372,APARTMENT,APARTMENT,Brussels,Brussels City,1000,285000,2,29,1,1,1,1,17,0,0,75,0,4,0,good
10393289,HOUSE,APARTMENT_BLOCK,Brussels,Bruxelles,1000,670000,5,0,1,0,0,1,0,1,30,234,100,2,0,needs renovating
10492623,APARTMENT,PENTHOUSE,Brussels,Brussels City,1000,482000,3,0,1,0,0,1,13,0,0,126,0,4,0,as_new
10632560,HOUSE,APARTMENT_BLOCK,Brussels,Brussels,1000,1350000,3,0,0,0,0,0,0,0,0,205,110,0,0,good
9522218,HOUSE,MIXED_USE_BUILDING,Brussels,Bruxelles,1000,3200000,1,0,1,0,0,1,54,1,100,1425,500,2,0,good
10564651,APARTMENT,TRIPLEX,Brussels,Bruxelles,1000,499000,3,0,1,0,0,0,0,0,0,130,0,2,0,needs renovating
9812204,APARTMENT,FLAT_STUDIO,Brussels,BRUXELLES,1000,175000,1,0,1,0,1,0,0,0,0,35,0,0,0,good
9893520,HOUSE,HOUSE,Brussels,Bruxelles,1000,465000,4,16,1,0,0,1,48,0,0,229,110,2,0,as_new
10676505,APARTMENT,APARTMENT,Brussels,Bruxelles,1000,432000,2,0,1,0,0,1,10,0,0,111,0,4,0,0
10075225,APARTMENT,APARTMENT,Brussels,Brussels City,1000,255000,2,0,1,1,0,0,0,0,0,80,0,4,0,needs renovating
10573835,APARTMENT,APARTMENT,Brussels,Brussels City,1000,255000,2,27,1,1,1,1,10,0,0,67,0,2,0,good
10597525,APARTMENT,APARTMENT,Brussels,Brussels City,1000,255000,1,29,1,1,1,1,12,0,0,58,0,2,0,good
10659352,APARTMENT,APARTMENT,Brussels,Bruxelles,1000,625000,3,0,1,0,1,1,7,0,0,154,0,0,0,good
10220315,HOUSE,HOUSE,Brussels,Bruxelles,1000,815000,5,15,1,0,0,0,0,1,50,214,103,2,0,needs renovating
10261696,HOUSE,APARTMENT_BLOCK,Brussels,Bruxelles,1000,800000,8,37,0,0,0,1,10,1,22,420,0,2,0,needs renovating
10584292,HOUSE,HOUSE,Brussels,Bruxelles,1000,799000,6,0,1,0,0,1,0,1,35,208,0,2,0,as_new
10578260,APARTMENT,PENTHOUSE,Brussels,Bruxelles,1000,340000,2,25,1,1,0,1,20,0,0,70,0,2,0,just_renovated
10568883,APARTMENT,APARTMENT,Brussels,Brussels City,1000,240000,2,0,1,1,0,0,0,0,0,80,0,4,0,needs renovating
10623345,HOUSE,HOUSE,Brussels,Bruxelles,1000,4900000,6,84,1,0,0,1,52,0,0,600,685,3,0,good
10635002,APARTMENT,APARTMENT,Brussels,Bruxelles,1000,375000,3,46,1,0,0,1,42,0,0,131,0,2,0,needs renovating
10628180,APARTMENT,APARTMENT,Brussels,Brussel,1000,394000,2,30,1,0,0,1,16,0,0,107,0,3,0,good
10673921,APARTMENT,GROUND_FLOOR,Brussels,Bruxelles,1000,275000,2,54,1,0,0,0,0,1,44,100,0,2,0,needs renovating
10646859,APARTMENT,APARTMENT,Brussels,Bruxelles,1000,650000,2,0,1,1,0,1,20,0,0,190,0,0,0,as_new
10538678,APARTMENT,APARTMENT,Brussels,Brussels,1000,425000,2,0,1,0,0,1,8,0,0,90,0,1,0,as_new
10489321,APARTMENT,APARTMENT,Brussels,Bruxelles,1000,300000,1,0,1,0,0,0,0,0,0,60,0,2,0,good
10655774,APARTMENT,APARTMENT,Brussels,Bruxelles,1000,645000,3,75,1,0,0,1,0,0,0,180,0,2,0,needs renovating
10593653,APARTMENT,LOFT,Brussels,Bruxelles,1000,900000,0,0,1,0,0,1,33,0,0,378,0,2,0,needs renovating
10675471,APARTMENT,APARTMENT,Brussels,Bruxelles,1000,295000,2,0,1,1,0,0,0,0,0,84,0,3,0,good
10626024,APARTMENT,TRIPLEX,Brussels,Bruxelles,1000,775000,3,0,1,0,0,1,0,0,0,179,0,2,0,as_new
10666538,HOUSE,APARTMENT_BLOCK,Brussels,Bruxelles,1000,6400000,27,60,1,1,0,1,495,1,40,1350,560,4,0,as_new
10666814,APARTMENT,APARTMENT,Brussels,Brussels,1000,1490000,4,0,1,0,0,1,6,0,0,382,0,2,0,just_renovated
10644734,APARTMENT,APARTMENT,Brussels,BRUXELLES,1000,535000,2,40,0,0,1,0,0,1,0,122,0,2,0,as_new
10583711,APARTMENT,APARTMENT,Brussels,Bruxelles,1000,720000,3,0,0,0,0,0,0,0,0,219,0,2,0,needs renovating
10675401,APARTMENT,PENTHOUSE,Brussels,Bruxelles,1000,410000,2,0,1,1,0,1,9,0,0,80,0,2,0,as_new
10655534,APARTMENT,DUPLEX,Brussels,Bruxelles,1000,450000,2,0,1,0,0,1,0,0,0,110,0,2,0,as_new
10655536,APARTMENT,DUPLEX,Brussels,Bruxelles,1000,625000,3,0,1,0,0,0,0,0,0,209,0,2,0,as_new
10678051,APARTMENT,APARTMENT,Brussels,Brussels City,1000,599000,3,0,0,0,0,0,0,0,0,156,0,4,0,good
10676819,APARTMENT,DUPLEX,Brussels,Pentagone (Bruxelles),1000,580000,3,0,0,0,0,1,6,0,0,138,0,2,0,good
10676823,APARTMENT,FLAT_STUDIO,Brussels,Pentagone (Bruxelles),1000,265000,0,0,0,0,0,0,0,0,0,47,0,2,0,good
10641284,APARTMENT,APARTMENT,Brussels,BRUXELLES,1000,295000,1,28,1,1,1,0,0,0,0,70,0,2,0,as_new
10573836,APARTMENT,APARTMENT,Brussels,Brussels City,1000,635000,3,37,1,1,1,1,10,0,0,108,0,2,0,0
10672228,HOUSE,TOWN_HOUSE,Brussels,Brussels,1000,1580000,6,0,0,0,1,1,60,1,100,345,300,2,0,just_renovated
10571543,HOUSE,APARTMENT_BLOCK,Brussels,Bruxelles,1000,1950000,10,25,1,0,0,1,50,0,0,550,106,2,0,needs renovating
10646560,HOUSE,APARTMENT_BLOCK,Brussels,Bruxelles,1000,3600000,14,25,1,0,0,1,20,1,20,946,565,2,0,as_new
10653878,APARTMENT,APARTMENT,Brussels,Bruxelles,1000,275000,1,34,1,0,0,0,0,0,0,64,0,2,0,good
10537936,HOUSE,HOUSE,Brussels,Bruxelles,1000,1590000,5,54,1,0,1,1,30,0,0,452,1869,3,0,as_new
10578248,APARTMENT,FLAT_STUDIO,Brussels,Brussels City,1000,159000,1,26,1,1,0,0,0,0,0,41,0,2,0,good
10678098,APARTMENT,APARTMENT,Brussels,Brussels City,1000,410000,3,0,1,0,0,0,0,0,0,125,0,4,0,as_new
10654638,APARTMENT,PENTHOUSE,Brussels,Brussels City,1000,479000,3,62,1,0,1,1,27,0,0,126,0,2,0,good
10666843,APARTMENT,APARTMENT,Brussels,Bruxelles,1000,179000,1,0,1,0,0,0,0,0,0,50,0,2,0,just_renovated
10667196,APARTMENT,DUPLEX,Brussels,Nord-Est (Bruxelles),1000,485000,3,0,0,0,0,0,0,0,0,160,0,2,0,0
10665339,APARTMENT,APARTMENT,Brussels,Bruxelles,1000,340000,2,0,1,0,0,1,0,0,0,78,0,2,0,as_new
10492048,APARTMENT,APARTMENT,Brussels,Bruxelles,1000,300000,1,0,1,0,0,0,0,0,0,60,0,2,0,good
10603644,HOUSE,HOUSE,Brussels,Bruxelles,1000,2990000,5,0,0,0,0,1,0,0,0,462,12300,0,0,as_new
10654639,APARTMENT,FLAT_STUDIO,Brussels,Brussels City,1000,149000,0,25,1,1,1,0,0,0,0,34,0,2,0,good
9521970,HOUSE,APARTMENT_BLOCK,Brussels,Bruxelles,1000,3200000,0,0,1,0,0,1,0,1,120,1425,0,2,0,needs renovating
10653696,APARTMENT,APARTMENT,Brussels,Bruxelles,1000,995000,2,50,1,1,0,1,65,0,0,132,0,4,0,as_new
10677648,APARTMENT,APARTMENT,Brussels,Bruxelles,1000,195000,1,23,1,0,0,0,0,0,0,30,0,2,0,good
10224568,APARTMENT,APARTMENT,Brussels,Pentagone (Brussel),1000,230000,1,24,0,0,0,1,3,0,0,55,0,2,0,good
10671518,APARTMENT,LOFT,Brussels,Bruxelles,1000,499000,2,58,1,0,0,1,25,0,0,160,0,3,0,as_new
10652783,HOUSE,MIXED_USE_BUILDING,Brussels,Bruxelles,1000,385000,1,0,1,0,0,0,0,0,0,80,27,2,0,good
10557578,APARTMENT,APARTMENT,Brussels,Bruxelles,1000,810000,2,45,1,0,0,1,6,0,0,124,0,2,1,as_new
10565849,APARTMENT,KOT,Brussels,Brussels City,1000,165000,1,0,1,0,0,0,0,1,300,23,0,0,0,good
10582144,HOUSE,HOUSE,Brussels,Bruxelles,1000,1050000,6,32,1,0,0,1,37,1,700,334,770,3,0,needs renovating
10625328,APARTMENT,APARTMENT,Brussels,Bruxelles,1000,865000,2,40,1,0,0,0,0,0,0,200,0,2,0,just_renovated
10669508,HOUSE,EXCEPTIONAL_PROPERTY,Brussels,Brussels City,1000,960000,6,70,1,0,0,1,40,1,290,400,1090,3,0,as_new
10675641,APARTMENT,DUPLEX,Brussels,Bruxelles,1000,750000,3,40,1,0,0,1,0,0,0,145,0,0,0,as_new
10650771,APARTMENT,APARTMENT,Brussels,BRUXELLES,1000,395000,2,0,1,0,1,1,12,0,0,102,0,0,0,good
10674307,APARTMENT,GROUND_FLOOR,Brussels,Bruxelles,1000,275000,2,54,1,0,0,1,18,1,44,110,0,2,0,needs renovating
